"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
28,"NCT01645826","Efficacy Study of Cardizem in Pulmonary Arterial Hypertension",,"Withdrawn","No Results Available","Idiopathic Pulmonary Arterial Hypertension|Primary Pulmonary Hypertension|Pulmonary Arterial Hypertension|Familial Primary Pulmonary Hypertension","Drug: Diltiazem Hydrochloride|Drug: Sugar Pill","Six Minute Walk Distance|Dyspnea Score|Quality of Life Score|Pulse Oximetry","University of South Florida","All","18 Years and older   (Adult, Older Adult)","Not Applicable","0","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","Pro00004379","July 2012","September 2014","September 2014","July 20, 2012",,"November 20, 2018","University of South Florida, Tampa, Florida, United States",,"https://ClinicalTrials.gov/show/NCT01645826"
29,"NCT02167035","Comparison of Combigan Two Times Daily (BID) Versus Simbrinza Three Times Daily (TID)",,"Completed","Has Results","Glaucoma|Ocular Hypertension","Drug: Combigan Two Times Daily (BID)|Drug: Simbrinza Three Times Daily (TID)","Intraocular Pressure|Ocular Symptom and Tolerability Questionaire","Cornerstone Health Care, PA|Allergan","All","18 Years and older   (Adult, Older Adult)","Phase 4","43","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Investigator)|Primary Purpose: Treatment","TEP001","August 2014","March 2018","March 2018","June 18, 2014","October 24, 2018","October 24, 2018","Cornerstone Health Care, High Point, North Carolina, United States","""Study Protocol"", https://ClinicalTrials.gov/ProvidedDocs/35/NCT02167035/Prot_000.pdf|""Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/35/NCT02167035/SAP_001.pdf","https://ClinicalTrials.gov/show/NCT02167035"
30,"NCT03359395","Pre-medication With Alfentanil vs Placebo During ECT",,"Completed","No Results Available","Blood Pressure|Electroconvulsive Therapy","Drug: Alfentanil|Drug: Placebos","Systolic blood pressure change|Diastolic blood pressure change|Heart rate|Antihypertensive medication use","Wake Forest University Health Sciences","All","18 Years and older   (Adult, Older Adult)","Phase 4","100","Other","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Double (Participant, Care Provider)|Primary Purpose: Treatment","IRB00045800","June 4, 2018","February 17, 2020","February 17, 2020","December 2, 2017",,"February 27, 2020","Wake Forest University School of Medicine, Winston-Salem, North Carolina, United States",,"https://ClinicalTrials.gov/show/NCT03359395"
31,"NCT03131167","Study of SHP639 Eye Drops in Adults With High Eye Pressure or Primary Open-angle Glaucoma",,"Completed","Has Results","Primary Open-angle Glaucoma (POAG)|Ocular Hypertension","Drug: SHP639 (n=60)|Drug: Placebo Comparator (n=24)","Number of Participants With Treatment Emergent Adverse Event (TEAE)|Change From Baseline in Intra Ocular Pressure (IOP) at Day 29","Shire","All","18 Years to 90 Years   (Adult, Older Adult)","Phase 1","63","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","SHP639-101","May 10, 2017","May 30, 2018","May 30, 2018","April 27, 2017","August 7, 2019","August 7, 2019","Central Contact, Lexington, Massachusetts, United States","""Study Protocol"", https://ClinicalTrials.gov/ProvidedDocs/67/NCT03131167/Prot_000.pdf|""Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/67/NCT03131167/SAP_001.pdf","https://ClinicalTrials.gov/show/NCT03131167"
32,"NCT03179163","Peripheral Vascular Effects of Sulfhydryl-containing Antihypertensive Pharmacotherapy on Microvessels in Humans","H2SPharm","Recruiting","No Results Available","Hypertension,Essential","Drug: Captopril Pill|Drug: Enalapril Pill|Drug: Hydrochlorothiazide","laser Doppler blood flow|Systolic Blood Pressure|Diastolic Blood Pressure","Penn State University|National Heart, Lung, and Blood Institute (NHLBI)","All","40 Years to 65 Years   (Adult, Older Adult)","Phase 1|Phase 2","70","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Investigator, Outcomes Assessor)|Primary Purpose: Basic Science","STUDY3224|5R01HL093238|120058","July 20, 2016","August 31, 2020","August 31, 2020","June 7, 2017",,"November 1, 2019","Pennsylvania State University, University Park, Pennsylvania, United States",,"https://ClinicalTrials.gov/show/NCT03179163"
33,"NCT02285634","The Effect of Intranasal Vasoconstrictor Medications on Hemodynamic Parameters: A Randomized Double-blind, Placebo-controlled Trial.",,"Completed","Has Results","Epistaxis|Blood Pressure","Drug: Oxymetazoline 0.05%|Drug: Phenylephrine 0.25%|Drug: Lidocaine 1% plus epinephrine 1:100,000|Drug: Bacteriostatic 0.9% NaCL","Change in Mean Arterial Blood Pressure|Change in Systolic Blood Pressure|Change in Diastolic Blood Pressure|Change in Heart Rate","Mayo Clinic","All","18 Years and older   (Adult, Older Adult)","Not Applicable","68","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","14-006312|UL1TR000135","November 2014","December 22, 2016","December 22, 2017","November 7, 2014","October 2, 2018","October 2, 2018","Mayo Clinic in Rochester, Rochester, Minnesota, United States",,"https://ClinicalTrials.gov/show/NCT02285634"
34,"NCT00835120","Pioglitazone for the Treatment of Bipolar Disorder and Comorbid Metabolic Syndrome or Insulin Resistance",,"Completed","Has Results","Metabolic Syndrome|Bipolar Depression|Insulin Resistance","Drug: Pioglitazone","Change in the Inventory of Depressive Symptomatology-Clinician Rated (IDS-CR) Score|Change in Quick Inventory of Depressive Symptoms-Self Report (QIDS-SR16) Total Score|Response Rates on the IDS-CR, Montgomery Asberg Depression Rating Scale (MADRS) and Quick Inventory of Depressive Symptomatology-Self-Report (QIDS-SR)|Remission Rates Based on IDS-CR, QIDS-SR, and MADRS Scores|Change in Clinical Global Impressions-Bipolar Version (CGI-BP)","University Hospitals Cleveland Medical Center|National Alliance for Research on Schizophrenia and Depression|Takeda Pharmaceuticals North America, Inc.","All","18 Years to 70 Years   (Adult, Older Adult)","Phase 4","34","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","07-08-24","March 2009","April 2013","April 2013","February 3, 2009","October 17, 2014","January 26, 2017","University Hospitals Cleveland Medical Center, Cleveland, Ohio, United States",,"https://ClinicalTrials.gov/show/NCT00835120"
35,"NCT03091920","Trial of IW-1973, A Stimulator of Soluble Guanylate Cyclase (sGC) in Patients With Stable Type 2 Diabetes and Hypertension",,"Completed","No Results Available","Diabetes Mellitus, Type 2|Hypertension","Drug: IW-1973 Oral Tablet|Drug: Placebo Oral Tablet","The number and percentage of all on-study deaths, all Serious Adverse Events (SAEs), and Treatment-Emergent Adverse Events (TEAEs).","Cyclerion Therapeutics","All","30 Years to 75 Years   (Adult, Older Adult)","Phase 2","26","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment","C1973-202","February 28, 2017","July 14, 2017","July 14, 2017","March 27, 2017",,"April 4, 2019","ProSciento, Inc., Chula Vista, California, United States",,"https://ClinicalTrials.gov/show/NCT03091920"
36,"NCT01748994","Cellular Dynamics of Subcutaneous Fat Distribution in Obese Women","Apple/Pear","Completed","No Results Available","Obesity|Metabolic Syndrome","Drug: Pioglitazone|Drug: Placebo","Enrichment of DNA of adipose cells with deuterium|Differentiation of adipose-derived stromo-vascular cultures|Proliferation of adipose-derived stromo-vascular cultures|Apoptosis of adipose-derived stromo-vascular cultures|Size of adipocytes|Number of fat cells|Number of fat cell precursor cells|Body composition|Volume of abdominal fat depots|Lipid accretion in the skeletal muscle cells (intra-myo-cellular lipid)|Lipid accretion in the cells of the liver (intra-hepato-cellular lipid)|Proinflammatory state of adipose-derived stromo-vascular cultures|Glucose tolerance","Pennington Biomedical Research Center|National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)","Female","18 Years to 40 Years   (Adult)","Not Applicable","49","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Basic Science","PBRC 10039|5R01DK090607","February 2011","December 2016","December 2016","December 13, 2012",,"August 29, 2018","Pennington Biomedical Research Center, Baton Rouge, Louisiana, United States|Pennington Biomedical Research Center, Baton Rouge, Louisiana, United States",,"https://ClinicalTrials.gov/show/NCT01748994"
37,"NCT01480531","Pre and or Post Operative Blood Pressure Control With Clevidipine (Cleviprexm Medicines Company) in Aortic Aneurysm / Dissection","Clevidipine","Withdrawn","No Results Available","Aorta Aneurysm|Dissection of Aorta","Drug: Clevidipine","The use of Clevidipine to maintain clinically acceptable blood pressure.|The incidence of hypotension","Duke University|The Medicines Company","All","18 Years to 80 Years   (Adult, Older Adult)","Not Applicable","0","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","Pro00030060","December 2011","December 2012","December 2012","November 29, 2011",,"February 11, 2013","Duke University Medical Center, Durham, North Carolina, United States",,"https://ClinicalTrials.gov/show/NCT01480531"
38,"NCT01859455","Safety, Pharmacokinetics and Pharmacodynamics of LGT209 in Healthy Volunteers With Elevated Cholesterol and in Hypercholesterolemic Patients Treated With Statins",,"Completed","No Results Available","Hypercholesterolemia|LDL Cholesterol","Drug: LGT209 50 mg|Drug: LGT209 300 mg|Drug: Placebo|Drug: Statins (atorvastatin or simvastatin)","Number of subjects (patients and healthy volunteers) with adverse events, serious adverse events and death|Plasma concentrations of LGT209 following subcutaneous administration|Change from baseline in proprotein convertase subtilisin/kexin type 9 (PCSK9) concentration|Change from baseline in low density lipoprotein-cholesterol (LDL-C) concentration|Plasma concentrations of atorvastatin in patients|Plasma concentrations of simvastatin in patients|Serum concentrations of PCSK9","Novartis Pharmaceuticals|Novartis","All","18 Years to 70 Years   (Adult, Older Adult)","Phase 1","25","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","CLGT209X2105","July 2011","July 2012","July 2012","May 22, 2013",,"March 31, 2017","Novartis Investigative Site, Fort Myers, Florida, United States|Novartis Investigative Site, Miramar, Florida, United States",,"https://ClinicalTrials.gov/show/NCT01859455"
39,"NCT00965055","Ezetimibe in Patients Hypo-responsive to Statins",,"Terminated","Has Results","High Cholesterol|Coronary Artery Disease","Drug: Ezetimibe|Drug: Atorvastatin","LDL-C Reduction|LDL-C Reduction as Well as Changes in TG, HDL, and Non-HDL Cholesterol.","University of California, San Diego|Merck Sharp & Dohme Corp.","All","18 Years to 80 Years   (Adult, Older Adult)","Phase 3","2","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","090948","September 2009","September 2011","September 2012","August 25, 2009","August 21, 2019","August 21, 2019","UCSD Medical Center in Hillcrest Clinical Trials Facility, San Diego, California, United States",,"https://ClinicalTrials.gov/show/NCT00965055"
40,"NCT01939990","Safety Study of Nebivolol for COPD Patients",,"Withdrawn","No Results Available","High Blood Pressure","Drug: Placebo|Drug: Nebivolol","to assess blood pressure control|to assess pulmonary function tests","University of Chicago|Forest Laboratories","All","40 Years to 75 Years   (Adult, Older Adult)","Phase 2|Phase 3","0","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Health Services Research","11-0720","January 2012","March 2013","March 2013","September 11, 2013",,"January 12, 2016","University of Chicago Medical Center, Chicago, Illinois, United States",,"https://ClinicalTrials.gov/show/NCT01939990"
41,"NCT03896633","Therapeutic Equivalence Study of Generic Brinzolamide vs Azopt",,"Completed","No Results Available","Glaucoma|Open Angle or Ocular Hypertension","Drug: brinzolamide 1% ophthalmic suspension|Drug: Azopt 1%","Intraocular pressure (IOP)|Change in intraocular pressure (IOP)","Bausch Health Americas, Inc.","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","637","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Investigator, Outcomes Assessor)|Primary Purpose: Health Services Research","883","February 28, 2018","November 17, 2018","November 17, 2018","April 1, 2019",,"September 6, 2019","Various, Bridgewater, New Jersey, United States",,"https://ClinicalTrials.gov/show/NCT03896633"
