"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL" 
70,"NCT01210430","Local Vasoconstriction in Postural Tachycardia Syndrome",,"Completed","No Results Available","Postural Tachycardia Syndrome","Drug: Losartan|Drug: Ascorbic Acid (Vitamin C)|Drug: Normal Saline","Orthostatic tolerance measured by the heart rate and blood pressure response to upright tilt|Sympathetic activation and blood flow measured by sympathetic nerve recordings and Doppler blood flow in the leg","New York Medical College","All","14 Years to 29 Years   (Child, Adult)","Early Phase 1","74","Other","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Diagnostic","2R01HL074873-06A2","July 2010","June 2015","June 2015","September 28, 2010",,"January 14, 2020","New York Medical College/Bradhurst building, Hawthorne, New York, United States",,"https://ClinicalTrials.gov/show/NCT01210430"
71,"NCT01208402","Esmolol for Treatment of Perioperative Tachycardia",,"Terminated","Has Results","High-risk, Non-cardiovascular Surgeries","Drug: Esmolol","Percentage of Intraoperative Case Time With Heart Rate (HR) <60 or >80 Bpm|Percentage of Postoperative First Three Hours With Heart Rate (HR) <60 or >80 Bpm|Percentage of Postoperative Hours 4 to 12 With Heart Rate (HR) <60 or >80 Bpm.|Percentage of Intraoperative Case Time With Systolic Blood Pressure <95 mmHg|Percentage of Postoperative First Three Hours With Systolic Blood Pressure <95 mmHg|Percentage of Postoperative Hours 4 to 12 With Systolic Blood Pressure <95 mmHg","Duke University|Baxter Healthcare Corporation","All","41 Years and older   (Adult, Older Adult)","Phase 3","76","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Treatment","Pro00024224","September 2010","July 2013","July 2013","September 24, 2010","November 19, 2014","December 12, 2014","Durham VA Medical Center, Durham, North Carolina, United States|Duke University Medical Center, Durham, North Carolina, United States|Ohio State University, Columbus, Ohio, United States",,"https://ClinicalTrials.gov/show/NCT01208402"
72,"NCT01300377","A Trial Assessing The Association Between Type Of Local Anesthesia Treatment And Postoperative Pain In Patients In Having Undergone Arrhythmia Surgery",,"Completed","No Results Available","Post-operative Pain","Drug: Bupivacaine / Lidocaine|Drug: Lidocaine","Pain Scores on the Visual Analog Scale|Total Post-Operative Narcotic Use","Baylor Research Institute","All","18 Years and older   (Adult, Older Adult)","Not Applicable","300","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Care Provider, Investigator)|Primary Purpose: Treatment","008-197","November 2008","December 26, 2018","December 26, 2018","February 21, 2011",,"July 10, 2019","Baylor Jack and Jane Heart and Vascular Institute, Dallas, Texas, United States","""Informed Consent Form"", https://ClinicalTrials.gov/ProvidedDocs/77/NCT01300377/ICF_000.pdf|""Study Protocol and Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/77/NCT01300377/Prot_SAP_001.pdf","https://ClinicalTrials.gov/show/NCT01300377"
73,"NCT02762331","High Dose Vitamin C in Cardiac Surgery Patients",,"Terminated","Has Results","Disorder of Vitamin C|Atrial Fibrillation|Complications Due to Coronary Artery Bypass Graft|Heart Valve Disease","Drug: Ascorbic Acid|Drug: Placebo","Plasma Inflammatory Biomarkers|Urinary Inflammatory Biomarker|Occurence of Atrial Fibrillation|Coagulation Biomarkers|Lipidomic Biomarkers|Development of Renal Calculi","Virginia Commonwealth University","All","18 Years to 70 Years   (Adult, Older Adult)","Phase 1","6","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Basic Science","HM20000539","January 1, 2017","March 13, 2018","March 13, 2018","May 4, 2016","June 24, 2019","June 24, 2019","Virginia Commonwealth University Health System, Richmond, Virginia, United States","""Study Protocol and Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/31/NCT02762331/Prot_SAP_000.pdf","https://ClinicalTrials.gov/show/NCT02762331"
74,"NCT04092621","Rapid Atrial Fibrillation Treatment Strategy","RAFTS","Not yet recruiting","No Results Available","New Onset Atrial Fibrillation|Sepsis|Respiratory Failure","Drug: Amiodarone in Parenteral Dosage Form|Drug: Amiodarone Pill|Procedure: Direct Current Cardioversion (DCC)|Drug: Rate-control therapy","ICU Length of Stay (LOS)|Ventilation-free days|Vasopressor days","Our Lady of the Lake Regional Medical Center","All","18 Years and older   (Adult, Older Adult)","Phase 4","40","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","19-106","September 16, 2019","September 15, 2020","September 15, 2020","September 17, 2019",,"September 17, 2019","Our Lady of the Lake Regional Medical Center, Baton Rouge, Louisiana, United States",,"https://ClinicalTrials.gov/show/NCT04092621"
75,"NCT04121338","Temporary Celiac Ganglion Block as a Test Before Celiac Ganglion Resection for Dysautonomia-Related Bowel Dysmotility",,"Recruiting","No Results Available","Dysautonomia","Procedure: Celiac ganglion block|Drug: Liposomal bupivacaine","Amount of solid food intake by mouth per day|Change in abdominal pain as assessed by patient reported pain on scale 1-10 (10 worse)|Number of episodes of nausea/vomiting per day|Change in amount of analgesic medications used","Johns Hopkins University","All","15 Years to 80 Years   (Child, Adult, Older Adult)","Phase 1","10","Other","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","IRB00198738","December 9, 2019","October 1, 2021","October 1, 2021","October 9, 2019",,"December 13, 2019","Johns Hopkins University, Baltimore, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT04121338"
76,"NCT02276716","The Nutritional Supplement Phosphatidylserine in Patients With Familial Dysautonomia",,"Recruiting","No Results Available","Familial Dysautonomia","Drug: Phosphatidylserine","Change from baseline in blood lab values at every 2 month interval|Change from baseline in adverse events measures at every 2 month interval|Change from baseline in physical exam measures at every 2 month interval|Change from baseline in 12 lead ECG measures at every 2 month interval|Change from baseline in vital signs measures at every 2 month interval|Change from baseline in efficacy measures","NYU Langone Health","All","12 Years and older   (Child, Adult, Older Adult)","Phase 2","15","Other","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","11-02100","November 2011","December 2019","December 2019","October 28, 2014",,"May 10, 2019","NYU Langone Medical Center, Dyautonomia Center, Suite 9Q, New York, New York, United States",,"https://ClinicalTrials.gov/show/NCT02276716"
77,"NCT01343329","Controlling Hyperadrenergic Activity in Neurologic Injury","CHAIN","Withdrawn","No Results Available","Traumatic Brain Injury|Dysautonomia","Drug: Esmolol|Drug: Propranolol","Controlling heart rate in traumatic brain injured patients","Johns Hopkins University","All","18 Years to 100 Years   (Adult, Older Adult)","Phase 1|Phase 2","0","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","NA_00043058","July 2011","February 14, 2014","February 14, 2014","April 28, 2011",,"April 20, 2017","Johns Hopkins Hospital, Baltimore, Maryland, United States",,"https://ClinicalTrials.gov/show/NCT01343329"
78,"NCT03061006","Impact of Anticoagulation Therapy on the Cognitive Decline and Dementia in Patients With Non-Valvular Atrial Fibrillation","CAF","Recruiting","No Results Available","Dementia|Cognition Disorders|Cerebral Ischemic Events","Drug: Dabigatran Etexilate|Drug: Warfarin","Incident dementia determined by a formal diagnosis of dementia by a neurologist|Moderate decline in cognitive function based on results of the Alzheimer's Disease Assessment Scale and the Disability Assessment for Dementia.|Stroke or Transient ischemic attack (TIA), intracranial bleed|Changes from baseline scores on the mini-mental status evaluation and the Hachinski Ischemic Scale.","Intermountain Health Care, Inc.|Boehringer Ingelheim","All","65 Years and older   (Older Adult)","Phase 4","120","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Other","1050164","April 3, 2017","April 2021","April 2021","February 23, 2017",,"June 4, 2019","Intermountain Heart Institute, Murray, Utah, United States",,"https://ClinicalTrials.gov/show/NCT03061006"
79,"NCT03623256","Comparison of Intrathecal Versus Epidural Fentanyl on Fetal Bradycardia in Labor Combined Spinal Epidural Analgesia",,"Recruiting","No Results Available","Labor Pain|Obstetric Pain","Drug: Spinal fentanyl|Drug: Spinal bupivacaine|Drug: Spinal Fentanyl and Bupivacaine|Drug: Epidural fentanyl /spinal bupivacaine","Fetal heart rate|Blood pressure|Dermatomal level|Maternal Pain level: visual analogue scale|Patient satisfaction level: Likert Scale|Uterine tone","Augusta University","Female","18 Years and older   (Adult, Older Adult)","Phase 4","558","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Prevention","1238162","October 28, 2019","October 1, 2023","October 31, 2023","August 9, 2018",,"March 25, 2020","Augusta University, Augusta, Georgia, United States",,"https://ClinicalTrials.gov/show/NCT03623256"
80,"NCT02132767","Rate Control Versus Rhythm Control For Postoperative Atrial Fibrillation",,"Completed","Has Results","Postoperative Atrial Fibrillation","Drug: Amiodarone|Procedure: DC-cardioversion|Drug: Rate Control","Total Number of Days in Hospital|Time to Conversion to Sustained, Stable Non-AF Rhythm|Heart Rhythm Comparison|Length of Stay (Index Hospitalization)|Length of Stay (Rehospitalization, Including ED Visits)|Outpatient Interventions|AF- or Treatment-related Events|Cost (Hospital)","Icahn School of Medicine at Mount Sinai|National Heart, Lung, and Blood Institute (NHLBI)|National Institute of Neurological Disorders and Stroke (NINDS)|Canadian Institutes of Health Research (CIHR)","All","18 Years and older   (Adult, Older Adult)","Phase 3","523","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","GCO 08-1078-00007|5U01HL088942-08","May 2014","September 2015","September 2015","May 7, 2014","January 18, 2017","March 15, 2019","University of Southern California, Los Angeles, California, United States|Emory University, Atlanta, Georgia, United States|University of Maryland, Baltimore, Maryland, United States|NIH Heart Center at Suburban Hospital, Bethesda, Maryland, United States|University of Michigan Health Services, Ann Arbor, Michigan, United States|Montefiore Einstein Heart Center, Bronx, New York, United States|Icahn School of Medicine at Mount Sinai, New York, New York, United States|Columbia University Medical Center, New York, New York, United States|Mission Hospital, Asheville, North Carolina, United States|Duke University, Durham, North Carolina, United States|Cleveland Clinic Foundation, Cleveland, Ohio, United States|The Ohio State University Medical Center, Columbus, Ohio, United States|University of Pennsylvania, Philadelphia, Pennsylvania, United States|Baylor College of Medicine, Houston, Texas, United States|Baylor Research Institute, Plano, Texas, United States|University of Virginia Health Systems, Charlottesville, Virginia, United States|University of Wisconsin, Madison, Wisconsin, United States|University of Alberta Hospital, Edmonton, Alberta, Canada|Toronto General Hospital, Toronto, Ontario, Canada|Centre Hospitalier de l'Université de Montréal, Montreal, Quebec, Canada|Hôpital du Sacré-Cœur de Montréal, Montreal, Quebec, Canada|Montreal Heart Institute, Montréal, Quebec, Canada|Institut Universitaire de Cardiologie de Quebec (Hopital Laval), Quebec, Canada",,"https://ClinicalTrials.gov/show/NCT02132767"
81,"NCT01791816","Mechanisms of Vasovagal Syncope",,"Active, not recruiting","No Results Available","Vasovagal Syncope|Postural Tachycardia Syndrome","Drug: Phenylephrine|Drug: L-Ng-monomethyl Arginine (L-NMMA)","Heart rate and blood pressure in response to Lower Body Negative Pressure(LBNP)|Adrenergic neurotransmission as measured by Muscle Sympathetic Nerve Activity(MSNA), doppler ultrasound blood flow, venous Norepinephrine in response to Phenylephrine infusion","New York Medical College","All","14 Years to 29 Years   (Child, Adult)","Early Phase 1","90","Other","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","1R01HL112736-01A1","February 2013","December 2020","December 2020","February 15, 2013",,"January 14, 2020","New York Medical College/Bradhurst Building, Hawthorne, New York, United States",,"https://ClinicalTrials.gov/show/NCT01791816"
82,"NCT03387605","Effect of Ivabradine in Stage D HF/Cardiogenic Shock Patients on Dobutamine",,"Recruiting","No Results Available","Heart Failure|Cardiogenic Shock|Tachycardia","Drug: Ivabradine|Drug: Placebo","Heart rate|cardiac index|plasma brain natriuretic peptide (BNP) level","Loyola University|Amgen","All","18 Years to 99 Years   (Adult, Older Adult)","Phase 4","40","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment","209939","March 15, 2018","January 2020","June 2020","January 2, 2018",,"May 23, 2019","Loyola University Medical Center, Maywood, Illinois, United States",,"https://ClinicalTrials.gov/show/NCT03387605"
83,"NCT03525860","Acupuncture Treatment for Patients Who Develop Arrhythmias in the Post-Operative Cardio-Thoracic Setting",,"Active, not recruiting","No Results Available","Post-Operative Atrial Fibrillation|Acupuncture Therapy","Procedure: Acupuncture","Acupuncture treatment in the hospital setting|Number of patients with recurrent atrial fibrillation","Mayo Clinic","All","18 Years and older   (Adult, Older Adult)","Not Applicable","40","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","17-006095","July 26, 2018","December 2020","December 2020","May 16, 2018",,"March 13, 2020","Mayo Clinic in Rochester, Rochester, Minnesota, United States",,"https://ClinicalTrials.gov/show/NCT03525860"
84,"NCT01558830","Safety of Amiodarone and Ranolazine Together in Patients With Angina","SARA","Unknown status","No Results Available","Chronic Stable Angina|Coronary Artery Disease|Atrial Fibrillation|Ventricular Tachycardia","Drug: ranolazine|Drug: placebo","ventricular arrhythmia|atrial arrhythmia burden|Electrocardiogram (EKG) corrected QT (QTc) interval measurement|hospitalization|syncope hospitalization|liver function assay","Cardiovascular Consultants of Nevada|Gilead Sciences","All","35 Years and older   (Adult, Older Adult)","Phase 4","50","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Treatment","IN-US-259-0121","January 2012","April 2013","July 2013","March 20, 2012",,"March 21, 2012","Cardiovascular Consultants of Nevada, Henderson, Nevada, United States|Cardiovascular Consultants of Nevada, Las Vegas, Nevada, United States|Cardiovascular Consultants of Nevada, Las Vegas, Nevada, United States",,"https://ClinicalTrials.gov/show/NCT01558830"
85,"NCT03261570","Cardiovagal Baroreflex Deficits Impair Neurovascular Coupling and Cognition in POTS",,"Recruiting","No Results Available","Postural Orthostatic Tachycardia Syndrome (POTS)|POTS|Orthostatic Intolerance","Drug: Pyridostigmine|Drug: Digoxin|Drug: Placebo","Cardiovagal Baroreflex during orthostatic stress|Cognitive ability during orthostatic stress|Cardiac output measure by inert gas breathing technique|Arterial blood pressure, and mean arterial pressure defined by the time average blood pressure over the cardiac cycle|Heart rate|systemic vascular resistance defined by the ratio of mean arterial pressure to cardiac output","New York Medical College|National Institutes of Health (NIH)","Female","15 Years to 30 Years   (Child, Adult)","Early Phase 1","80","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Diagnostic","1R01HL134674-01A1","July 1, 2017","June 30, 2021","September 1, 2021","August 25, 2017",,"January 14, 2020","New York Medical College/Bradhurst building, Hawthorne, New York, United States",,"https://ClinicalTrials.gov/show/NCT03261570"
86,"NCT04072835","Safety Study of Etripamil Nasal Spray for Patients With Paroxysmal Supraventricular Tachycardia. NODE-303",,"Recruiting","No Results Available","Paroxysmal Supraventricular Tachycardia","Drug: Etripamil NS","Safety of etripamil NS 70mg for the patient-administered treatment of acute episodes of PSVT outside of the clinical setting.|Efficacy of etripamil NS 70mg for the patient-administered treatment of acute episodes of PSVT outside of the clinical setting measured by median time to conversion post etripamil NS administration|Improvement in patient quality of life measured by the Treatment Satisfaction Questionnaire for Medication and/or the Patient Reported Outcomes (PRO) System .","Milestone Pharmaceuticals Inc.|IQVIA Biotech","All","18 Years and older   (Adult, Older Adult)","Phase 3","3000","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","NODE-303","September 2, 2019","August 31, 2021","August 31, 2021","August 28, 2019",,"December 17, 2019","1046, Cottonwood, Arizona, United States|1098, Anaheim, California, United States|1121, Fremont, California, United States|1023, Vista, California, United States|1083, West Hills, California, United States|1042, Bradenton, Florida, United States|1075, Cutler Bay, Florida, United States|1106, Daytona Beach, Florida, United States|1054, Doral, Florida, United States|1107, Edgewater, Florida, United States|1027, Hialeah, Florida, United States|1032, Hialeah, Florida, United States|1061, Jacksonville, Florida, United States|1026, Miami, Florida, United States|1055, Miami, Florida, United States|1064, Naples, Florida, United States|1071, North Miami Beach, Florida, United States|1009, Orlando, Florida, United States|1030, Orlando, Florida, United States|Site 1022, Cumming, Georgia, United States|1053, Tucker, Georgia, United States|1045, Peoria, Illinois, United States|1025, West Des Moines, Iowa, United States|1015, Louisville, Kentucky, United States|1073, Bossier City, Louisiana, United States|1008, Monroe, Louisiana, United States|1070, Shreveport, Louisiana, United States|1007, Salisbury, Maryland, United States|1088, Flint, Michigan, United States|1126, Columbia Falls, Montana, United States|1005, Charlotte, North Carolina, United States|1065, Charlotte, North Carolina, United States|1072, Lenoir, North Carolina, United States|1074, Morganton, North Carolina, United States|1079, Mount Airy, North Carolina, United States|1024, Canton, Ohio, United States|1091, Cincinnati, Ohio, United States|1069, Dayton, Ohio, United States|1002, Rapid City, South Dakota, United States|1062, Jackson, Tennessee, United States|1047, Austin, Texas, United States|1104, Beaumont, Texas, United States|1013, Dallas, Texas, United States|1016, Fort Worth, Texas, United States|1001, Houston, Texas, United States|1017, Houston, Texas, United States|1048, Plano, Texas, United States|Site 1004, Riverton, Utah, United States|5129, Ciudad Autónoma de Buenos Aires, Argentina|3007, Bruxelles, Belgium|5215, Campinas, SP, Brazil|2010, North Vancouver, British Columbia, Canada|2005, Burlington, Ontario, Canada|2006, Oshawa, Ontario, Canada|2009, Scarborough, Ontario, Canada|2007, Sudbury, Ontario, Canada|2011, Greenfield Park, Quebec, Canada|2002, Saint-Jean-sur-Richelieu, Quebec, Canada|5307, Santiago, Chile|5407, Punta de Cartagena, Colombia|4006, Prague, Czechia|3701, Copenhagen NV, Denmark|3101, Brest Cedex, France|3201, Dortmund, Germany|4101, Budapest, Hungary|6001, Afula, Israel|3301, Torrette, Ancona, Italy|5018, Monterrey, Aguascalientes, Mexico|3416, Leiden, Netherlands|4201, Gdańsk, Poland|4301, Cluj-Napoca, Romania|4503, Novosibirsk, Central, Russian Federation|4601, Považská Bystrica, Slovakia|7001, Somerset West, South Africa|3503, Madrid, Spain|4401, Odesa, Ukraine|3602, London, England, United Kingdom",,"https://ClinicalTrials.gov/show/NCT04072835"
87,"NCT03646643","Prospective Elimination Of Distal Coronary Sinus-Left Atrial Connections for Atrial Fibrillation Ablation Trial","PRECAF","Recruiting","No Results Available","Atrial Fibrillation|Arrhythmias, Cardiac","Procedure: Standard Atrial fibrillation ablation|Procedure: Coronary sinus to left atrium connection elimination","Time to recurrence of atrial arrhythmias|Atrial fibrillation burden","University of Pennsylvania","All","18 Years and older   (Adult, Older Adult)","Not Applicable","100","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Outcomes Assessor)|Primary Purpose: Treatment","829990","August 18, 2018","August 2020","August 2021","August 24, 2018",,"September 10, 2019","Hospital of the University of Pennsylvania, Philadelphia, Pennsylvania, United States",,"https://ClinicalTrials.gov/show/NCT03646643"
88,"NCT02062801","Prophylactic Ephedrine and Combined Spinal Epidurals for Labor","CEASE","Completed","Has Results","Labor Pain","Drug: Ephedrine|Drug: Placebo","Early Profound Fetal Bradycardia|Tetanic (Sustained) Uterine Contraction (TUC)|Urgent Cesarean Delivery","Sharp HealthCare","Female","Child, Adult, Older Adult","Phase 4","710","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Prevention","CEASE111199","January 2012","April 2013","October 2013","February 14, 2014","July 3, 2015","July 3, 2015","Sharp Mary Birch Hospital for Women and Newborns, San Diego, California, United States",,"https://ClinicalTrials.gov/show/NCT02062801"
89,"NCT01151579","Effect of Nebulized Bronchodilators on Heart Rate",,"Completed","Has Results","COPD|Sepsis|Shock","Drug: Levalbuterol|Drug: Albuterol","Heart Rate in Beats Per Minute|Arrhythmias|Total Number of Participants With Arrhythmias","Fahim Khorfan, MD|Ascension Genesys Hospital","All","18 Years and older   (Adult, Older Adult)","Phase 4","89","Other","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Single (Participant)|Primary Purpose: Supportive Care","ME 07-0011","December 2008","November 2009","November 2009","June 28, 2010","October 23, 2015","October 23, 2015","Genesys Regional Medical Center, Grand Blanc, Michigan, United States",,"https://ClinicalTrials.gov/show/NCT01151579"
90,"NCT03718429","Pharmacodynamic Effects of Low-dose Rivaroxaban With Antiplatelet Therapies",,"Recruiting","No Results Available","Coronary Artery Disease|Peripheral Arterial Disease|Atrial Fibrillation","Drug: Rivaroxaban 2.5Mg Tablet","Platelet aggregation measured by VerifyNow PRU|Thrombin generation|Platelet aggregation measured by VASP PRI|Clot strength","University of Florida|Janssen Scientific Affairs, LLC","All","18 Years and older   (Adult, Older Adult)","Phase 4","80","Other|Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","IIS-RIVA01|20180155","January 14, 2019","August 2020","December 2020","October 24, 2018",,"February 25, 2020","Cardiovascular Research Center,, Jacksonville, Florida, United States|UF Health Jacksonville, Jacksonville, Florida, United States",,"https://ClinicalTrials.gov/show/NCT03718429"
91,"NCT00964392","NAVISTAR® THERMOCOOL® Catheter Post Approval Registry","AF Registry","Completed","Has Results","Paroxysmal Atrial Fibrillation","Procedure: Atrial fibrillation ablation","The Percentage of Subjects Experiencing Primary Adverse Events Within Seven Days of the Ablation Procedure.|Percentage of Subjects Experienced Serious Adverse Events.","Biosense Webster, Inc.","All","18 Years and older   (Adult, Older Adult)","Phase 4","437","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","PMA #P030031/S014","September 1, 2009","September 1, 2013","January 5, 2018","August 24, 2009","April 26, 2017","October 17, 2018","Diagnostic Cardiology Associates PA, Jacksonville, Florida, United States|Loyola University Medical Center, Maywood, Illinois, United States|Central Baptist Hospital, Lexington, Kentucky, United States|University of Maryland, Baltimore, Maryland, United States|Johns Hopkins Hospital, Baltimore, Maryland, United States|Washington Adventist Hospital, Silver Spring, Maryland, United States|Brigham and Women's Hospital, Boston, Massachusetts, United States|Beth Israel Deaconess Medical Center, Boston, Massachusetts, United States|Henry Ford Hospital, Detroit, Michigan, United States|Park Nicollet Institute, Minneapolis, Minnesota, United States|St. Luke's Roosevelt Hospital, New York, New York, United States|University of Rochester Medical Center, Rochester, New York, United States|Duke University Medical Center, Durham, North Carolina, United States|Cleveland Clinic Foundation, Cleveland, Ohio, United States|Ohio State University, Columbus, Ohio, United States|University of Oklahoma, Oklahoma City, Oklahoma, United States|Hospital of the University of Pennsylvania, Philadelphia, Pennsylvania, United States|Texas Cardiac Arrhythmia Research Foundation, Austin, Texas, United States|Austin Heart PA, Austin, Texas, United States|Inova Fairfax Hospital, Fairfax, Virginia, United States|Virginia Commonwealth University, Richmond, Virginia, United States|St. Luke's Medical Center, Milwaukee, Wisconsin, United States|Montreal Heart Institute (Institut de Cardiologie de Montreal), Montreal, Quebec, Canada",,"https://ClinicalTrials.gov/show/NCT00964392"
92,"NCT02625454","Reduction of Intrapartum Fever With Intravenous Acetaminophen","RIFIVA","Active, not recruiting","No Results Available","Fever|Oxidative Stress","Drug: Intravenous Acetaminophen|Drug: Oral Acetaminophen","Change in Maternal Body Temperature|Change in Fetal Heart Rate|Mode of Delivery (cesarean section vs vaginal delivery)|Number of Cesarean Deliveries for Persistent Fetal Tachycardia|Number of Patients with Diagnosis of Clinical Chorioamnionitis|Number of Patients with Diagnosis of Histological Chorioamnionitis|Neonatal Apgar Score|Number of Infants Admitted to Neonatal Intensive Care Unit|Number of Infants with Culture Positive Neonatal Sepsis|Number of infants requiring additional respiratory intervention|Number of Infants Developing Neonatal Seizures|Number of infants with fetal acidosis|Maternal Levels of Pro-Inflammatory Mediators|Levels of Pro-Inflammatory Mediator in Infant, collected from umbilical cord blood|Maternal Levels of Oxidative Stress Markers|Levels of Oxidative Stress Markers in Infant, collected from umbilical cord blood|Levels of Acetaminophen in Cord Blood|Maternal Liver Function Test|Maternal White Blood Count (WBC)","Richmond University Medical Center","Female","18 Years and older   (Adult, Older Adult)","Phase 2","168","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment","2015-09-06 RUMC","December 2016","May 2019","October 2019","December 9, 2015",,"July 17, 2019","Richmond University Medical Center, Staten Island, New York, United States",,"https://ClinicalTrials.gov/show/NCT02625454"
93,"NCT02513940","Influence of Testosterone Administration on Drug-Induced QT Interval Prolongation and Torsades de Pointes",,"Completed","Has Results","Long QT Syndrome","Drug: Testosterone|Drug: Progesterone|Drug: Placebo|Drug: Ibutilide","Baseline (Pre-ibutilide) Individualized Rate-corrected QT Interval (QTF)|Maximum QTF Following Ibutilide 0.003 mg/kg|Maximum Percent Change From Pretreatment Value in QTF Following Ibutilide 0.003 mg/kg|Area Under the QTF Versus Time Curve for 0-1 Hour Following Ibutilide 0.003 mg/kg|Number of Participants With Adverse Effects Associated With Testosterone, Progesterone and Placebo","Indiana University|American Heart Association|Purdue University","Male","65 Years and older   (Older Adult)","Phase 4","14","Other","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Prevention","1507526854","May 2016","October 19, 2017","October 19, 2017","August 3, 2015","March 6, 2019","August 28, 2019","Indiana University, Indianapolis, Indiana, United States","""Study Protocol and Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/40/NCT02513940/Prot_SAP_001.pdf","https://ClinicalTrials.gov/show/NCT02513940"
94,"NCT02008461","Botulinum Toxin Injection for Preventing Secondary Atrial Fibrillation in Patient With Supra-ventricular Tachyarrythmias",,"Unknown status","No Results Available","Supra-ventricular Tachyarrhythmias","Procedure: radiofrequency ablation|Drug: botulinum toxin injection","number of episodes of atrial fibrillation|serious adverse events","Meshalkin Research Institute of Pathology of Circulation","All","18 Years to 70 Years   (Adult, Older Adult)","Phase 2","60","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Outcomes Assessor)|Primary Purpose: Treatment","BT_SVT","June 2013","December 2015","February 2016","December 11, 2013",,"September 23, 2015","University of Rochester, Rochester, New York, United States|State Research Institute of Circulation Pathology, Novosibirsk, Russian Federation",,"https://ClinicalTrials.gov/show/NCT02008461"
